id_0022	7.65	75.5	19.24	57.16	39.18	46.32	75.36	39.5	12.17	12.18
id_0023	8.05	85.01	64.1	95.97	69.27	2.47	65.92	77.72	72.35	49.79
id_0024	35.76	45.7	79.87	26.89	52.63	47.76	95.47	80.43	93.21	83.6
id_0025	29.68	23.16	48.88	25.94	42.77	67.91	91.86	58.59	81.79	9.59
id_0026	35.61	99.77	14.65	41.68	6.68	8.61	89.55	98.86	64.81	12.85
id_0027	29.64	23.17	67.07	68.11	43.88	52.4	11.21	54.09	94.99	75.58
id_0028	9.62	51.65	71.54	25.73	89.49	46.09	70.32	40.42	99.51	78.28
id_0029	57.34	14.48	44.12	2.94	59.52	88.18	18.04	51.02	48.25	40.49
id_0030	71.05	93.67	70.54	47.25	96.2	33.07	74.56	65.85	76.16	85.21
id_0031	22.5	62.12	40.27	66.7	97.72	63.48	1.16	46.45	71.16	88.32
id_0032	65.01	81.61	1.71	94.32	72.95	60.64	90.53	88.47	10.05	81.56
id_0033	76.7	19.95	74.42	58.62	19.15	80.42	13.79	61.23	43.44	25.37
id_0034	56.61	46.71	20.5	96.68	7.28	0.3	48.54	83.72	65.84	75.47
id_0035	48.5	67.48	33.49	26.69	50.29	2.75	7.98	75.4	17.37	75.03
id_0036	78.44	40.45	67.5	78.74	86.4	13.49	16.26	38.17	46.47	29.48
id_0037	1.04	55.74	96.69	36.65	53.8	38.23	44.28	87.05	30.84	64.91
id_0038	48.38	53.86	91.47	7.67	82.44	30.42	64.63	79.58	65.34	39.3
id_0039	84.07	9.29	63.33	39.11	53.05	85.09	79.79	62.88	30.81	23.29
id_0040	45.75	23.21	27.75	95.78	11.2	81.86	37.92	36.46	31.84	7.74
id_0041	45.74	16.65	44.2	29.2	89.46	92.17	44.2	63.96	92.96	32.62
id_0042	9.96	23.78	18.95	67.85	37.38	35.61	79.51	23.32	80.85	63.29
id_0043	40.03	82.35	34.23	87.86	92.59	50.26	69.0	94.88	74.26	75.1
id_0044	86.93	93.56	75.35	97.91	29.16	62.25	67.07	36.74	39.52	17.48
id_0045	95.77	35.4	47.66	89.36	18.65	96.07	12.71	2.8	35.08	35.92
id_0046	91.76	88.32	76.16	43.64	54.27	23.68	83.35	38.99	28.47	63.78
id_0047	15.06	31.64	92.62	9.5	14.22	20.43	25.1	42.04	25.02	34.27
id_0048	24.65	24.01	61.06	33.65	37.28	76.78	6.17	14.4	85.08	42.98
id_0049	77.88	13.28	52.3	84.54	33.8	76.82	61.04	39.46	99.74	39.23
id_0050	47.38	61.95	31.68	83.76	59.75	58.8	53.86	98.49	98.89	84.08
id_0051	45.46	41.18	52.48	4.62	10.83	99.53	12.82	93.74	67.97	91.51
id_0052	7.73	30.58	79.79	0.88	10.6	35.06	17.31	14.69	66.98	9.19
id_0053	97.15	64.94	4.98	89.87	24.15	48.15	55.88	13.86	50.22	6.03
id_0054	19.96	91.86	82.2	52.29	68.18	87.55	14.0	49.21	13.18	11.65
id_0055	10.82	21.18	5.32	21.52	37.91	62.27	85.86	90.42	71.76	50.71
id_0056	91.7	16.3	10.54	81.78	62.71	21.03	37.73	29.74	43.09	42.77
id_0057	39.82	79.77	81.15	56.25	47.28	28.45	76.54	98.69	22.91	70.31
id_0058	69.91	65.82	3.06	55.17	20.2	19.43	57.98	64.51	62.54	74.22
id_0059	70.26	47.52	4.78	77.22	82.31	83.55	59.81	3.82	19.59	10.83
id_0060	63.58	54.43	18.65	95.58	97.8	89.93	46.39	29.18	20.89	82.41
id_0061	70.09	27.73	90.25	56.89	41.27	41.55	72.05	45.54	65.93	12.2
id_0062	70.23	27.22	91.05	21.44	33.32	53.8	39.24	52.55	92.38	20.12
id_0063	77.22	69.33	78.62	44.77	45.45	34.58	47.32	25.46	19.08	47.61
id_0064	19.21	46.93	57.33	30.95	17.04	60.51	86.02	22.23	61.57	65.87
id_0065	88.48	68.22	30.78	20.73	83.69	29.92	1.26	87.05	19.79	31.31
id_0066	31.89	25.59	72.41	34.28	44.06	41.94	83.35	1.83	57.98	13.19
id_0067	15.05	60.69	37.57	6.49	58.82	91.44	64.51	49.55	80.08	91.59
id_0068	15.13	29.93	96.48	92.6	20.29	70.36	87.43	59.13	70.22	52.4
id_0069	23.47	21.31	6.19	66.56	13.84	62.15	39.12	43.61	97.04	39.18
id_0070	47.48	37.99	21.51	22.41	53.26	81.74	9.05	94.56	67.45	5.38
id_0071	70.71	40.15	51.47	10.1	51.03	51.99	78.25	58.09	70.48	73.45
id_0072	22.11	2.48	47.85	12.93	14.18	32.17	53.77	61.57	64.64	94.26
id_0073	10.21	55.8	8.66	67.0	43.74	14.02	31.05	66.05	47.32	94.44
id_0074	35.52	34.01	92.26	60.6	10.7	78.42	36.34	94.75	63.59	80.49
id_0075	89.6	50.93	96.73	2.56	34.04	83.78	0.82	67.25	99.92	71.53
id_0076	86.22	7.67	54.03	60.96	43.55	41.94	79.06	16.26	4.5	59.31
id_0077	96.65	82.71	67.32	29.48	90.44	4.02	24.66	78.81	89.47	40.28
id_0078	90.92	11.09	59.69	6.76	23.34	18.99	0.63	40.53	50.02	28.1
id_0079	65.16	5.24	51.74	52.77	40.31	91.48	12.66	42.69	45.98	37.28
id_0080	97.37	57.19	51.64	44.0	43.75	95.1	79.92	64.76	16.24	59.45
id_0081	12.78	35.1	2.3	70.52	97.75	63.78	56.98	25.04	44.24	46.44
id_0082	42.3	26.94	21.94	75.07	95.25	82.13	62.15	2.79	30.22	84.0
id_0083	97.27	54.79	56.89	68.64	24.71	71.21	36.5	84.71	46.17	66.34
id_0084	55.61	53.47	46.09	95.22	75.48	41.98	50.54	89.78	74.7	65.31
id_0085	95.88	11.72	59.8	62.42	45.46	96.32	96.75	39.06	61.63	76.57
id_0086	69.61	36.27	79.82	34.88	14.69	66.46	64.92	40.85	49.88	98.79
id_0087	80.81	40.7	91.17	57.03	40.49	64.68	78.36	89.63	67.03	66.74
id_0088	40.08	4.03	45.47	11.43	94.23	36.25	60.5	73.32	17.86	83.35
id_0089	32.56	8.04	59.98	40.23	91.91	44.47	9.44	1.84	3.04	49.35
id_0090	71.42	5.13	32.98	47.84	89.76	97.06	87.51	63.89	57.51	22.3
id_0091	61.23	16.59	30.32	83.02	56.81	72.62	46.54	27.94	50.37	57.32
id_0092	24.17	84.54	98.12	18.12	24.22	81.14	72.18	22.5	58.6	23.81
id_0093	86.28	58.74	51.08	16.16	40.57	47.29	36.18	17.99	19.82	70.02
id_0094	92.5	84.4	61.52	79.1	13.36	21.0	70.37	0.14	8.39	77.88
id_0095	19.69	18.49	39.54	83.68	1.04	87.75	30.49	57.1	47.26	12.17
id_0096	95.83	17.58	80.49	87.9	45.39	96.02	6.29	14.78	48.38	7.47
id_0097	80.78	52.66	79.89	28.65	2.72	89.03	20.84	41.7	12.57	58.69
id_0098	46.39	19.81	3.91	33.77	78.35	15.4	22.84	61.86	63.51	80.44
id_0099	64.5	84.98	15.54	92.2	2.88	11.9	10.36	77.5	50.46	92.14
id_0100	97.49	95.22	61.41	35.13	95.71	73.26	19.6	55.31	2.03	1.75
id_0101	63.88	71.94	86.11	75.32	13.69	73.8	98.12	67.68	48.06	29.49
id_0102	6.37	62.54	96.18	11.49	82.09	89.77	35.23	84.59	15.58	30.07
id_0103	56.64	87.95	53.58	8.93	92.99	57.16	77.89	22.98	33.48	9.02
id_0104	18.68	43.71	41.1	65.68	83.36	33.42	92.55	65.31	34.48	18.48
id_0105	95.6	65.68	4.3	68.46	37.8	42.11	76.56	22.31	26.83	54.03
id_0106	90.46	8.61	83.4	72.05	17.73	66.17	62.11	70.97	53.71	31.37
id_0107	50.26	23.78	45.53	40.61	10.67	23.21	34.44	39.37	56.33	74.68
id_0108	25.91	55.47	33.78	22.67	13.98	95.98	93.23	83.08	17.15	15.1
id_0109	10.43	30.05	42.62	0.74	42.21	68.92	83.4	18.99	0.18	79.5
id_0110	38.02	31.37	15.46	26.84	26.63	25.69	23.28	51.75	81.32	30.9
id_0111	41.63	48.36	84.23	76.65	98.54	17.32	80.55	29.46	57.65	52.71
id_0112	57.47	32.19	7.2	0.79	92.75	88.65	46.0	8.98	83.81	50.17
id_0113	47.03	63.9	15.76	21.85	81.47	73.46	98.38	43.34	97.17	88.91
id_0114	50.76	89.21	16.26	7.03	81.41	14.14	51.54	73.69	67.93	22.01
id_0115	78.7	4.26	56.2	89.77	54.64	30.26	99.72	72.69	79.15	89.61
id_0116	93.5	57.4	82.44	50.19	25.51	27.82	26.18	2.55	61.99	40.03
id_0117	91.03	5.11	78.3	19.5	32.39	29.26	95.73	64.59	46.75	18.43
id_0118	4.77	36.74	97.41	44.44	67.55	88.04	4.76	32.09	41.79	22.61
id_0119	38.3	68.15	13.47	69.43	29.66	65.72	17.37	78.93	41.92	83.24
id_0120	96.75	58.13	2.13	36.61	97.59	65.21	75.86	47.62	94.05	90.7
id_0121	61.27	58.97	10.31	0.73	20.54	72.07	84.73	76.97	88.7	3.05
id_0122	2.86	25.53	1.81	58.6	92.97	89.89	10.63	66.42	67.1	65.74
id_0123	41.16	23.64	88.62	90.36	71.65	54.37	3.3	27.66	23.96	24.27
id_0124	21.6	66.8	67.99	17.6	90.18	0.06	95.56	58.3	64.53	28.15
id_0125	69.14	87.64	20.53	13.18	78.79	24.93	10.55	49.19	18.68	21.35
id_0126	28.37	8.45	81.89	56.53	65.33	29.2	77.52	96.1	99.96	4.25
id_0127	31.05	8.95	47.48	65.75	60.82	35.45	96.36	62.38	99.67	42.56
id_0128	64.48	9.92	53.58	64.64	23.29	62.42	13.23	46.15	60.71	47.98
id_0129	15.14	19.02	37.5	65.2	43.3	20.08	33.79	30.85	13.76	58.9
id_0130	47.1	32.55	0.16	91.39	4.53	11.51	29.38	78.93	93.65	75.91
id_0131	20.63	83.93	3.25	11.22	11.18	56.33	59.36	62.67	94.81	75.23
id_0132	74.38	17.29	91.05	91.89	82.83	8.08	71.4	51.94	53.71	26.78
id_0133	77.3	80.67	76.97	30.2	73.62	8.64	68.06	3.05	0.61	10.43
id_0134	65.28	98.38	46.76	64.44	58.63	84.13	96.96	81.78	33.16	7.19
id_0135	89.32	27.9	75.87	86.5	16.81	19.4	42.26	84.42	85.19	99.29
id_0136	27.31	62.29	87.3	37.66	58.7	22.46	85.67	44.27	48.63	65.59
id_0137	31.91	81.28	45.92	42.95	72.57	66.68	70.97	87.49	80.91	40.76
id_0138	64.38	86.37	5.57	65.92	52.75	40.31	11.9	28.82	75.0	88.43
id_0139	98.66	75.45	88.02	82.61	16.48	69.04	86.91	75.2	27.65	70.0
id_0140	38.99	43.26	73.08	67.61	13.6	64.08	5.97	20.7	82.48	91.29
id_0141	25.42	76.44	18.24	49.8	34.85	8.4	43.32	55.2	85.12	10.28
id_0142	28.76	0.41	20.86	26.64	82.0	93.87	21.5	48.23	52.37	49.08
id_0143	95.92	95.01	3.85	40.81	52.82	65.0	53.03	82.02	9.86	46.12
id_0144	83.04	17.07	17.37	61.65	14.51	54.53	12.44	18.69	33.43	78.31
id_0145	61.12	60.83	62.78	39.68	97.62	59.52	62.86	6.73	24.98	58.59
id_0146	95.59	70.36	5.43	80.78	21.23	59.54	19.11	6.14	77.27	48.59
id_0147	60.49	70.48	59.39	41.65	32.19	53.01	24.6	26.24	81.08	34.22
id_0148	72.1	67.95	46.54	78.55	33.04	0.36	84.85	74.94	73.83	92.01
id_0149	40.82	42.62	61.26	87.22	28.11	75.84	95.71	25.43	1.74	16.22
id_0150	64.53	21.61	94.82	9.22	89.48	35.4	92.02	33.9	11.11	67.54
id_0151	29.92	93.99	82.27	25.63	49.02	55.04	77.29	26.39	56.62	51.87
id_0152	58.8	55.55	43.23	38.71	39.51	99.44	52.23	10.65	39.37	76.6
id_0153	68.22	8.08	41.32	45.19	84.54	26.74	91.62	81.38	1.97	49.74
id_0154	53.27	63.1	88.75	20.17	82.85	0.89	83.31	26.18	2.62	81.29
id_0155	97.09	65.77	77.81	39.71	24.78	66.45	80.86	26.85	37.55	27.06
id_0156	26.48	86.62	0.69	2.2	18.4	78.48	57.01	75.73	69.58	88.82
id_0157	58.67	2.18	10.23	41.18	11.84	31.01	27.46	98.34	96.46	67.29
id_0158	42.12	41.3	7.04	45.28	14.34	53.21	81.64	40.08	70.63	81.45
id_0159	91.47	42.7	23.71	88.96	49.92	27.3	68.34	86.34	98.33	37.66
id_0160	26.49	25.02	29.83	21.75	91.96	63.42	5.02	9.4	18.52	96.83
id_0161	34.23	80.63	22.48	19.56	94.23	7.55	50.08	52.93	33.76	75.61
id_0162	85.42	22.93	30.17	48.63	47.96	63.24	77.43	33.92	94.06	45.63
id_0163	2.85	42.19	52.98	18.3	87.96	59.66	52.01	28.45	13.3	27.58
id_0164	64.14	68.28	68.34	3.2	77.8	69.49	68.19	52.29	85.37	96.25
id_0165	58.34	43.23	54.14	80.11	67.69	77.61	30.91	60.2	23.6	57.72
id_0166	1.49	53.37	72.74	91.08	48.51	87.26	20.02	1.17	55.31	34.36
id_0167	39.54	59.89	75.57	86.23	32.37	58.24	62.99	68.52	58.4	46.52
id_0168	80.94	1.99	78.62	16.71	18.22	67.18	45.48	34.23	7.82	5.14
id_0169	26.77	9.64	69.65	20.09	38.07	42.11	70.47	81.64	63.17	21.73
id_0170	13.74	55.94	36.62	72.49	21.6	69.06	35.82	28.02	18.07	75.44
id_0171	50.41	54.39	83.24	2.69	54.52	32.86	24.38	82.85	24.29	40.94
id_0172	43.39	13.81	31.0	0.37	50.03	62.8	99.97	95.93	33.2	96.32
id_0173	10.42	14.87	53.0	68.27	59.39	3.63	40.79	49.24	38.65	76.12
id_0174	74.42	8.64	46.53	69.67	78.83	66.3	97.74	73.99	39.35	83.5
id_0175	61.23	59.74	59.36	75.26	70.87	45.83	78.74	42.11	74.08	91.44
id_0176	52.98	14.81	90.59	21.27	21.1	4.56	41.94	40.11	81.83	17.21
id_0177	37.73	76.97	2.38	41.29	14.86	77.05	29.92	14.11	11.21	20.9
id_0178	70.3	11.59	3.98	23.93	4.2	73.09	75.84	53.26	33.39	3.9
id_0179	71.51	24.25	54.91	98.79	24.0	68.79	43.78	53.37	40.47	70.19
id_0180	52.05	3.24	81.99	23.87	35.08	47.94	59.4	75.73	11.87	38.3
id_0181	62.1	47.07	24.32	79.59	96.34	64.52	53.48	15.47	47.88	78.49
id_0182	31.59	43.75	44.78	30.92	61.63	29.63	92.17	83.84	30.76	6.66
id_0183	2.32	81.35	42.33	12.01	4.76	78.06	20.61	92.07	35.72	62.79
id_0184	34.67	65.53	14.1	26.73	12.24	6.32	56.29	99.16	0.66	87.84
id_0185	28.72	16.01	3.13	35.0	8.62	49.53	45.86	16.72	88.38	58.35
id_0186	75.94	24.04	72.17	69.51	77.42	18.56	94.94	45.62	8.04	92.19
id_0187	30.58	89.58	20.77	7.25	51.34	54.87	67.39	64.1	36.18	75.99
id_0188	51.5	14.47	58.41	35.22	54.54	15.83	25.26	26.47	66.36	2.36
id_0189	41.63	40.18	87.37	12.28	51.46	81.03	40.82	95.61	25.41	49.5
id_0190	30.54	28.15	7.03	77.7	65.41	83.64	47.69	18.22	66.03	93.43
id_0191	55.7	26.31	52.28	85.37	81.93	62.7	74.16	3.19	13.72	1.1
id_0192	45.04	48.97	1.75	81.97	54.72	73.15	96.6	76.44	74.69	63.82
id_0193	52.5	76.78	78.26	29.85	80.48	14.92	53.23	92.03	21.83	89.1
id_0194	48.4	72.96	15.14	5.12	25.1	59.55	89.24	56.46	52.22	37.98
id_0195	50.09	71.38	86.7	34.64	67.39	34.68	25.32	5.49	40.47	60.91
id_0196	50.92	44.81	76.98	45.32	69.1	55.58	94.98	33.29	44.2	76.78
id_0197	29.6	79.46	32.43	15.38	54.59	56.08	30.55	27.31	99.76	50.4
id_0198	71.01	41.99	55.01	28.59	16.9	83.29	68.17	30.42	40.62	55.99
id_0199	6.5	61.49	99.5	68.5	46.6	12.06	53.89	58.15	69.76	88.25
id_0200	26.92	10.5	96.92	53.43	88.75	60.43	90.13	60.17	72.61	63.43
id_0201	95.29	75.1	97.39	41.61	20.61	20.12	45.63	55.65	68.93	46.51
id_0202	96.48	40.53	0.85	52.75	65.76	24.2	74.21	19.66	90.4	44.59
id_0203	95.25	61.35	72.38	20.56	88.13	99.02	14.98	57.92	16.04	88.04
id_0204	86.47	91.16	76.82	38.77	63.17	5.87	10.61	55.52	74.09	29.4
id_0205	1.34	4.51	33.0	37.22	90.64	69.02	88.21	75.55	70.07	76.34
id_0206	22.17	75.82	58.08	64.42	49.58	44.75	84.37	79.97	19.29	85.95
id_0207	53.98	6.24	78.98	88.01	43.4	42.95	27.05	19.4	53.46	43.74
id_0208	65.35	65.79	19.38	77.0	45.09	40.72	18.46	61.06	67.97	78.22
id_0209	82.07	34.93	54.63	61.45	38.9	1.0	72.89	89.93	47.39	92.16
id_0210	5.18	58.4	39.66	63.88	36.03	71.89	20.28	28.68	41.19	41.78
id_0211	41.65	94.27	51.38	56.11	12.83	53.14	76.09	70.29	95.7	59.64
id_0212	37.14	87.08	97.94	97.13	11.47	67.63	15.86	26.62	77.65	87.36
id_0213	59.18	32.01	48.58	30.81	26.53	20.51	94.92	93.23	18.51	84.68
id_0214	74.85	72.48	25.5	53.17	81.52	70.11	93.35	5.54	33.1	37.06
id_0215	41.5	98.61	96.81	83.19	65.7	77.44	84.86	21.4	62.67	98.36
id_0216	16.63	44.53	36.8	85.42	46.32	13.81	37.44	64.64	54.5	2.74
id_0217	81.54	28.41	3.55	62.51	67.06	60.71	9.19	2.07	72.41	50.84
id_0218	1.1	56.0	8.38	47.32	70.96	22.53	40.63	71.96	27.58	62.07
id_0219	5.61	70.41	23.62	43.24	99.41	77.79	18.47	79.8	39.79	49.56
id_0220	27.99	17.38	98.63	38.96	20.63	80.24	10.5	41.31	11.51	3.45
id_0221	98.35	48.86	65.32	14.72	36.46	5.94	84.27	0.77	93.98	96.14
id_0222	19.85	28.73	17.83	2.54	47.54	52.56	88.31	48.25	17.44	42.91
id_0223	15.97	3.36	38.77	83.23	8.15	97.37	84.1	99.41	59.51	30.82
id_0224	77.03	14.86	52.25	83.21	53.67	76.5	17.93	86.16	15.07	33.31
id_0225	59.3	91.75	11.99	27.95	77.2	24.71	39.35	18.04	99.05	78.72
id_0226	37.91	99.44	88.6	32.05	7.51	71.67	63.63	26.47	0.86	28.64
id_0227	93.23	68.12	66.88	69.72	27.0	87.97	47.22	92.7	61.1	68.12
id_0228	87.18	98.14	71.43	94.43	41.24	31.54	26.02	37.03	89.5	32.69
id_0229	24.6	9.13	71.98	93.25	42.38	15.34	76.27	84.86	40.7	47.32
id_0230	37.39	53.54	66.07	92.49	33.37	96.29	61.3	45.84	84.35	23.91
id_0231	54.74	91.14	83.43	86.07	52.97	64.51	78.07	24.54	96.5	80.04
id_0232	48.81	59.86	94.68	1.36	27.38	87.78	4.73	69.8	29.8	24.45
id_0233	4.98	28.48	36.62	65.3	81.28	59.9	15.33	52.44	92.7	23.49
id_0234	69.77	22.07	30.22	54.31	83.28	53.83	19.19	57.42	5.27	73.25
id_0235	55.79	33.36	62.71	35.68	49.17	58.65	79.96	19.19	96.37	84.88
id_0236	18.85	91.07	26.78	84.63	21.33	86.17	86.46	55.92	67.95	75.48
id_0237	63.57	33.52	76.99	90.34	53.59	85.94	36.15	44.8	68.01	31.82
id_0238	78.89	79.6	20.58	40.07	88.17	51.58	3.6	80.85	18.26	46.81
id_0239	90.35	76.5	74.46	1.69	24.82	11.49	98.07	21.41	16.06	71.31
id_0240	78.12	71.68	53.21	88.96	60.01	3.74	83.58	0.67	99.38	58.04
id_0241	62.74	23.78	86.19	36.17	57.51	5.87	67.37	84.23	61.52	80.79
id_0242	56.96	55.56	83.23	18.47	39.25	80.39	73.98	91.06	72.91	67.13
id_0243	63.7	22.62	77.42	81.79	23.19	37.46	43.21	73.43	7.51	12.41
id_0244	92.35	76.85	40.85	16.75	0.4	15.24	88.9	8.41	85.02	17.96
id_0245	80.26	22.69	70.45	77.04	51.84	24.11	49.59	24.47	97.06	46.01
id_0246	57.28	32.11	43.5	90.0	88.77	82.95	94.76	99.04	1.49	28.93
id_0247	9.11	83.74	14.5	79.27	19.28	20.09	32.44	89.31	24.94	18.95
id_0248	78.23	25.88	57.98	47.73	70.68	49.42	22.74	12.95	84.07	22.61
id_0249	25.39	57.8	94.78	36.21	32.32	34.24	45.64	91.51	57.8	54.99
id_0250	31.47	34.0	45.21	80.52	90.23	81.48	21.72	93.37	30.29	32.65
id_0251	47.23	10.12	51.62	94.69	11.8	96.77	40.89	25.11	54.12	9.6
id_0252	33.39	76.22	29.89	73.93	28.26	75.24	71.93	57.66	46.11	22.55
id_0253	10.39	51.16	34.48	84.39	11.35	8.7	33.46	54.8	73.79	63.2
id_0254	25.6	7.87	66.55	11.62	78.52	62.45	90.27	43.81	45.98	63.96
id_0255	10.6	85.11	59.42	69.0	6.86	28.12	15.01	32.59	38.3	92.99
id_0256	46.88	56.32	42.1	41.18	6.92	67.82	48.64	20.5	75.4	2.0
id_0257	88.37	54.06	83.62	50.0	13.27	48.08	21.67	54.99	0.95	68.75
id_0258	79.47	56.1	35.0	67.57	39.35	96.67	90.45	43.39	80.47	24.49
id_0259	92.87	66.83	0.06	64.27	37.99	64.76	11.62	34.44	93.91	57.06
id_0260	50.78	67.46	11.64	13.73	40.41	35.53	46.94	54.93	8.23	28.78
id_0261	81.48	74.8	63.09	4.97	66.11	9.3	20.82	25.34	98.88	35.01
id_0262	31.17	9.89	41.83	78.86	34.32	42.2	11.5	15.86	11.0	83.25
id_0263	84.92	46.98	57.31	39.13	68.88	22.54	34.9	72.5	34.53	99.46
id_0264	46.6	0.0	48.53	86.74	17.8	44.15	55.72	88.07	1.46	71.91
id_0265	8.16	70.75	93.86	63.53	2.31	27.64	47.22	89.76	43.34	24.77
id_0266	74.67	73.4	98.32	61.89	76.8	88.06	19.41	3.75	82.01	62.4
id_0267	86.97	84.35	12.18	27.24	85.04	55.48	78.64	90.67	1.49	25.07
id_0268	7.36	22.7	38.84	91.57	21.77	49.11	42.6	95.3	67.67	41.29
id_0269	8.86	26.67	12.37	99.22	29.55	17.81	3.13	15.49	59.6	49.93
id_0270	58.26	72.04	19.15	59.77	58.79	97.78	41.49	21.79	22.6	70.93
id_0271	80.52	29.77	82.46	93.16	38.14	9.48	92.44	25.36	99.09	39.58
id_0272	49.96	44.99	7.36	35.66	8.83	48.62	11.37	60.83	53.82	92.08
id_0273	81.92	61.57	79.44	39.8	81.19	62.08	83.0	87.38	67.04	90.2
id_0274	1.36	93.31	48.7	50.43	23.32	31.89	55.62	36.04	0.77	34.13
id_0275	16.02	99.25	9.14	72.03	76.3	99.91	73.42	72.79	61.86	89.57
id_0276	84.29	50.59	96.55	57.55	41.01	29.2	62.29	55.42	31.12	47.28
id_0277	41.78	87.13	12.25	7.23	50.47	54.63	3.13	44.54	12.91	19.29
id_0278	77.38	1.88	20.71	48.78	82.16	78.31	51.51	51.05	80.97	53.98
id_0279	78.41	43.94	12.43	92.06	21.31	57.1	67.51	49.44	36.38	6.03
id_0280	43.92	7.87	53.94	44.46	7.08	35.98	44.52	27.23	95.16	29.74
id_0281	7.57	3.58	6.43	43.21	2.78	44.98	92.4	25.88	70.32	53.57
id_0282	17.42	43.59	1.78	43.76	10.35	11.69	45.81	37.28	18.59	15.52
id_0283	28.29	96.22	96.44	30.89	2.54	48.34	88.67	24.14	99.02	42.03
id_0284	27.02	7.71	28.38	53.32	28.93	38.4	72.21	49.75	8.17	8.98
id_0285	86.03	17.26	39.32	68.85	97.6	52.01	74.82	61.59	80.01	47.28
id_0286	21.72	54.15	62.43	15.34	59.06	45.8	38.04	48.72	36.62	36.5
id_0287	98.55	32.07	47.44	0.42	29.24	80.97	50.39	68.35	91.41	69.13
id_0288	94.95	86.4	20.61	62.76	2.24	63.75	90.26	72.62	88.55	57.17
id_0289	77.55	23.39	28.19	8.79	13.17	77.65	10.37	77.24	26.58	84.43
id_0290	96.79	4.18	57.62	66.43	46.19	2.35	49.91	70.38	52.21	15.91
id_0291	54.27	2.56	17.62	33.52	48.12	37.08	25.86	93.57	10.13	16.09
id_0292	74.67	31.89	86.1	84.64	50.4	63.42	38.02	74.85	97.2	62.55
id_0293	36.9	91.7	0.56	75.46	95.2	22.78	63.71	10.76	39.58	94.33
id_0294	8.69	18.83	15.57	15.55	22.44	95.67	60.9	51.21	80.54	65.82
id_0295	97.49	33.97	53.13	90.6	30.99	92.11	37.92	45.36	39.89	11.88
id_0296	35.18	70.65	84.91	56.24	5.86	58.59	65.11	61.98	25.88	6.1
id_0297	52.71	25.36	82.52	85.75	6.59	76.28	45.12	42.96	45.82	86.36
id_0298	9.3	94.19	91.87	43.33	97.51	80.12	68.36	53.42	71.56	57.64
id_0299	79.01	23.65	42.34	26.68	0.1	70.6	60.69	23.96	81.29	72.75
id_0300	76.44	58.57	30.45	65.79	25.65	53.37	81.35	50.95	86.3	82.43
id_0301	46.18	39.17	27.68	46.61	8.56	83.06	24.47	7.56	13.76	34.87
id_0302	33.16	61.85	33.74	21.74	47.58	50.78	51.36	38.16	54.64	98.32
id_0303	35.81	70.31	43.14	71.24	39.62	80.13	99.08	70.98	74.53	5.12
id_0304	68.55	69.28	15.81	77.04	82.15	91.79	41.26	18.13	20.22	1.28
id_0305	50.28	97.95	37.04	52.33	13.11	76.86	35.51	28.56	81.42	69.56
id_0306	57.46	71.5	13.53	70.93	57.31	62.27	32.46	45.08	9.3	45.76
id_0307	47.51	56.44	49.22	61.17	54.86	99.63	15.93	64.76	74.43	78.49
id_0308	17.28	25.77	70.5	62.62	32.32	81.68	44.31	26.03	46.81	21.37
id_0309	74.56	96.67	72.27	57.64	9.65	94.67	87.17	82.97	72.64	7.83
id_0310	31.7	48.61	60.16	21.1	88.35	49.23	72.45	88.48	25.56	19.41
